question,scenario,answer,source_file
"q53 You feel a strong sense of empathy towards others and are often affected by their emotions, even if they don't directly involve you. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,5,answer_q3
"q54 You prefer to have a well-structured plan in place rather than leaving things up to chance or improvisation. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,2,answer_q3
"q55 You thrive in dynamic, fast-paced environments and feel invigorated by challenging situations that require quick thinking and adaptability. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,4,answer_q3
"q56 When faced with a problem, you're more inclined to seek out practical solutions rather than dwelling on abstract theories or hypothetical scenarios. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,4,answer_q3
"q57 You enjoy engaging in deep, meaningful conversations with others, exploring complex ideas and exchanging perspectives. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,5,answer_q3
"q58 You often find yourself reflecting on past experiences and considering how they've shaped your beliefs and values. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,5,answer_q3
"q59 You're inclined to take charge in group settings, assuming leadership roles and guiding others towards achieving common goals. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,3,answer_q3
"q60 You feel most comfortable when your environment is organized and structured, and you may feel stressed or unsettled in chaotic or unpredictable situations. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,3,answer_q3
"q61 You prefer spending time with a small group of close friends rather than attending large social gatherings. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,3,answer_q3
"q62 When presented with multiple options, you tend to follow your heart and make decisions based on what feels right in the moment. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,5,answer_q3
"q63 You enjoy exploring new ideas and concepts, often seeking out opportunities to expand your knowledge and understanding of the world. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,5,answer_q3
"q64 You find it easy to adapt to changes in plans or unexpected situations, often seeing them as opportunities for growth and learning. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,5,answer_q3
"q65 When working on a project, you value efficiency and strive to complete tasks quickly and effectively. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,3,answer_q3
"q66 You often seek out opportunities to challenge yourself and push your limits, whether it's through physical activities or intellectual pursuits. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,3,answer_q3
"q67 You prefer to focus on the present moment rather than dwelling on past regrets or worrying about future uncertainties. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,3,answer_q3
"q68 You enjoy engaging in lively debates and discussions, sharing your opinions and perspectives with others while also listening to differing viewpoints. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,4,answer_q3
"q69 You have a strong desire for structure and order in your daily life, feeling most at ease when following a clear routine or schedule. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,2,answer_q3
"q70 You tend to be proactive in seeking out new experiences and opportunities, embracing change as a natural part of life. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,4,answer_q3
"q71 You feel energized and excited by social interactions, often seeking out opportunities to meet new people and engage in group activities. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,5,answer_q3
"q72 When making decisions, you prioritize logical reasoning and objective analysis, considering the facts and evidence before reaching a conclusion. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,2,answer_q3
"q73 You tend to be highly self-critical and introspective, frequently reflecting on your actions and decisions, and striving for self-improvement. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,5,answer_q3
"q74 You often find yourself empathizing with others' emotions, even if you haven't experienced the same situation yourself, and strive to offer support and understanding. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,5,answer_q3
"q75 You prefer to have a clear plan and direction in life, setting specific goals and working diligently to achieve them. Please select one using the 5-point scale (5: most agree, 1: most disagree)",,3,answer_q3
"q76 Accroding to the answers above, which MBTI you are under the 16 MBTI personality group? (answer in sentences)",,"Based on your questionnaire answers, your MBTI personality type is most likely **ENFP** (Extraverted, Intuitive, Feeling, Perceiving).

Here is the reasoning:  
- **Extraversion (E):** Your high scores in sociability and large social circle indicate a preference for drawing energy from the outside world and interactions with others.  
- **Intuition (N):** Your tendency to make decisions based on intuition, along with imaginative thinking, suggests a focus on patterns, possibilities, and future-oriented ideas rather than concrete details.  
- **Feeling (F):** Emotional sensitivity, empathy, and values-driven decision-making—reflected in your emotional awareness and social adaptability—point toward a Feeling preference.  
- **Perceiving (P):** High adaptability, flexibility, and a spontaneous, open-ended approach to life align with the Perceiving trait, as opposed to a structured, planned lifestyle.  

Your noted struggles with low self-esteem and emotional instability are consistent with common ENFP challenges, as this type often experiences deep emotional fluctuations and seeks authenticity in a world that can feel restrictive. Your intuitive and adaptable nature helps you navigate social complexities while staying open to new experiences.",answer_q3
1. 你覺得交新朋友很容易。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,我是一名渴望交朋友的小學生。我總是積極參加各項活動，不論是學業還是課外活動，我都能安排得井然有序。我始終保持著積極樂觀的心態，而且我也會細心顧及他人的感受。,5,answer_q4
2. 你可以花幾天時間學習那些讓你感興趣的隨機事物。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
3. 當別人感到沮喪時，你也會感到沮喪。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
4. 你不是一個喜歡備用計畫的人。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
5. 即使在壓力很大的情況下，你也能保持冷靜、沉著和鎮定。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
6. 外出時，你不太會主動介紹自己給新認識的人——你更喜歡和已經認識的人聊天。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q4
7. 在完成第一個專案之前，你不喜歡開始新的專案。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
8. 你是一個感性的人。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q4
9. 你喜歡使用清單或日程安排。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
10. 犯一個小錯誤會讓你質疑自己對某個主題的了解。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q4
11. 你很容易與陌生人展開對話。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,2,answer_q4
12. 你喜歡談論和分析創意作品。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
13. 你更傾向於跟隨內心而不是理智。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
14. 你傾向於喜歡遵循日常慣例，而不是隨心所欲。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q4
15. 認識新朋友時，你會擔心自己是否留下了良好的第一印象。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q4
16. 你喜歡獨自活動而不是團體活動。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
17. 你喜歡觀看那些讓你自己解讀結局的電影。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
18. 你從自己取得成就中獲得的快樂比幫助他人獲得的快樂更多。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
19. 你對很多事情都沒興趣。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,2,answer_q4
20. 在任何情況下，你經常擔心最糟糕的情況。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
21. 你喜歡擔任領導角色。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
22. 你是個藝術型的人。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
23. 如果人們多用感情來做決定，世界會更好。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q4
24. 你喜歡在做家事之前先放鬆一下。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
25. 當其他人在你面前激烈爭論時，你不介意。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
26. 你喜歡成為關注的中心。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
27. 你的情緒通常很穩定。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
28. 對於那些效率不如你的人，你有足夠的耐心。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q4
29. 你是一個自發性的人。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
30. 你一直對死後會發生什麼這個問題感到著迷。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
31. 你喜歡獨處而不是與他人在一起。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
32. 你喜歡理論討論，可以連續幾天參與其中。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,1,answer_q4
33. 你很難對生活方式與自己截然不同的人產生同情。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
34. 當需要做決定時，你希望立即做出決定。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
35. 你傾向於對自己所做的決定產生懷疑。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
36. 社交很快就讓你感到疲憊。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
37. 你喜歡去美術館。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
38. 你很難理解別人正在感受什麼。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,2,answer_q4
39. 你喜歡每天都有待辦事項清單。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
40. 你經常感到不安。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
41. 你喜歡打電話與人交談，而不是發簡訊或訊息。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
42. 當有人對某個主題有不同的看法時，你會真誠地嘗試理解他們的觀點。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
43. 你認為說出冷酷的事實比圓滑更重要。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
44. 當計劃被打斷時，你樂於隨遇而安。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q4
45. 過去犯的錯誤常困擾你的心靈。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
46. 獨處並從事閱讀或反思等獨立活動後，你感到精力充沛。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
47. 你喜歡依靠直覺，而不是嚴格遵循計劃或日程安排。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q4
48. 你經常發現自己深入思考事物的深層意義和影響，而不只關注表面細節。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
49. 在做決定時，你優先考慮邏輯和客觀分析，而不是考慮它可能對他人感情的影響。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
50. 即使事情看起來很順利，你也經常擔心潛在的未來結果或可能出錯的情況。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
51. 你經常被新體驗吸引，喜歡探索陌生的地方或嘗試新的活動。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
52. 面對困難的決定時，你傾向於相信自己的直覺和直覺，而不是只依賴邏輯分析。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
53. 你對他人有強烈的同情心，常常受到他們的情緒影響，即使這些情緒與你無關。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q4
54. 你更喜歡有一個結構良好的計劃，而不是把事情留給機會或即興發揮。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
55. 你在動態、快節奏的環境中茁壯成長，並因需要快速思考和適應的挑戰性情況而感到振奮。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
56. 面對問題時，你更傾向於尋找實際解決方案，而不是沉溺於抽象理論或假設情境。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
57. 你喜歡與他人進行深入、有意義的對話，探索複雜的想法並交換觀點。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,2,answer_q4
58. 你經常反思過去的經歷，並考慮它們如何塑造了你的信念和價值觀。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,2,answer_q4
59. 在團體環境中，你傾向於承擔責任，擔任領導角色並引導他人實現共同目標。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
60. 當環境井然有序時，你感到最舒適，在混亂或不可預測的情況下，你可能會感到壓力或不安。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
61. 你喜歡與一小群親密朋友共度時光，而不是參加大型社交聚會。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
62. 面對多個選擇時，你傾向於跟隨內心，並根據當時的感覺做出決定。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
63. 你喜歡探索新想法和概念，並經常尋找機會來擴展對世界的知識和理解。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
64. 你發現自己很容易適應計劃的變化或意外情況，通常將它們視為成長和學習的機會。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
65. 在專案上工作時，你重視效率，並努力快速有效地完成任務。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
66. 你經常尋找挑戰自己的機會並突破自己的極限，無論是透過體能活動還是智力追求。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
67. 你喜歡專注於當下，而不是沉溺於過去的遺憾或擔心未來的不確定性。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
68. 你喜歡參與熱烈的辯論和討論，與他人分享你的觀點和看法，同時也傾聽不同的觀點。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
69. 你對日常生活中的結構和秩序有強烈的渴望，當遵循明確的慣例或日程安排時感到最自在。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q4
70. 你傾向於積極尋找新體驗和機會，將改變視為生活的自然組成部分。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
71. 社交互動讓你感到精力充沛和興奮，經常尋找機會結識新朋友並參與團體活動。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
72. 在做決定時，你優先考慮邏輯推理和客觀分析，在得出結論之前考慮事實和證據。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
73. 你傾向於高度自我批評和內省，經常反思自己的行為和決定，並努力自我改進。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q4
74.即使你沒有經歷過相同的情況，你也經常發現自己對他人的情緒產生同情，並努力提供支持和理解。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
75. 你更喜歡有一個明確的計劃和方向，設定具體目標並努力實現它們。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q4
76. 根據上述回答，你在16種MBTI人格類型中屬於哪一種？,,"根據你的回答，我首先將問卷題目對應到MBTI的四個維度（外向E-內向I、實感S-直覺N、思考T-情感F、判斷J-感知P），並計算每個維度的傾向分數。以下是分析過程：

1. **外向（E）vs 內向（I）**：相關題目（如社交能量來源、對外界刺激的反應）中，你的回答多集中在3-5分（5分通常表示外向傾向）。計算後，外向分數略高於內向，但整體偏向中間值，不過考慮到小學生可能對社交情境更開放，且高分回答較多，**傾向於外向（E）**。

2. **實感（S）vs 直覺（N）**：相關題目（如關注細節vs抽象概念）中，你的回答以3-4分為主，顯示平衡但略偏向實感（例如Q4、Q6等較低分傾向實感）。綜合來看，你更注重具體經驗和現實細節，**傾向於實感（S）**。

3. **思考（T）vs 情感（F）**：相關題目（如做決定時依賴邏輯vs價值觀）中，你的回答多在3-5分，但高分題（如Q5、Q7等）更偏向情感（和諧、同理心）。整體顯示你重視人際和諧與情感影響，**傾向於情感（F）**。

4. **判斷（J）vs 感知（P）**：相關題目（如計劃性vs靈活性）中，你的回答以3-4分為主，但較多高分題（如Q12、Q17等）顯示偏好結構和決斷。這表明你喜歡有組織、按計劃行事，**傾向於判斷（J）**。

綜合以上四個維度，你的類型傾向是：**外向（E）、實感（S）、情感（F）、判斷（J）**。

**推理總結**：你的回答顯示你是一個喜歡與人互動、注重現實細節、在做決定時考慮他人感受，並偏好有條理生活方式的人。這與ESFJ類型（「執政官」或「供給者」）的特徵相符，該類型通常表現為友善、負責、樂於助人，且擅長維護社會和諧。

**你的MBTI人格類型是：ESFJ**。",answer_q4
1. 你覺得交新朋友很容易。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,我是一名剛考完 DSE、即將畢業的中學生。雖然考試結束後正在休息，但我對未來感到很憂慮。我目前還沒有清晰的計劃，經常會胡思亂想並質疑自己，但即便如此，我依然會和朋友們保持聯絡，正常社交。,4,answer_q5
2. 你可以花幾天時間學習那些讓你感興趣的隨機事物。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
3. 當別人感到沮喪時，你也會感到沮喪。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
4. 你不是一個喜歡備用計畫的人。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
5. 即使在壓力很大的情況下，你也能保持冷靜、沉著和鎮定。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
6. 外出時，你不太會主動介紹自己給新認識的人——你更喜歡和已經認識的人聊天。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
7. 在完成第一個專案之前，你不喜歡開始新的專案。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
8. 你是一個感性的人。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
9. 你喜歡使用清單或日程安排。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
10. 犯一個小錯誤會讓你質疑自己對某個主題的了解。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
11. 你很容易與陌生人展開對話。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
12. 你喜歡談論和分析創意作品。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
13. 你更傾向於跟隨內心而不是理智。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
14. 你傾向於喜歡遵循日常慣例，而不是隨心所欲。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
15. 認識新朋友時，你會擔心自己是否留下了良好的第一印象。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
16. 你喜歡獨自活動而不是團體活動。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
17. 你喜歡觀看那些讓你自己解讀結局的電影。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
18. 你從自己取得成就中獲得的快樂比幫助他人獲得的快樂更多。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
19. 你對很多事情都沒興趣。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,2,answer_q5
20. 在任何情況下，你經常擔心最糟糕的情況。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
21. 你喜歡擔任領導角色。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
22. 你是個藝術型的人。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
23. 如果人們多用感情來做決定，世界會更好。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
24. 你喜歡在做家事之前先放鬆一下。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
25. 當其他人在你面前激烈爭論時，你不介意。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
26. 你喜歡成為關注的中心。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
27. 你的情緒通常很穩定。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
28. 對於那些效率不如你的人，你有足夠的耐心。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
29. 你是一個自發性的人。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
30. 你一直對死後會發生什麼這個問題感到著迷。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
31. 你喜歡獨處而不是與他人在一起。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
32. 你喜歡理論討論，可以連續幾天參與其中。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
33. 你很難對生活方式與自己截然不同的人產生同情。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
34. 當需要做決定時，你希望立即做出決定。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
35. 你傾向於對自己所做的決定產生懷疑。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
36. 社交很快就讓你感到疲憊。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
37. 你喜歡去美術館。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
38. 你很難理解別人正在感受什麼。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
39. 你喜歡每天都有待辦事項清單。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
40. 你經常感到不安。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
41. 你喜歡打電話與人交談，而不是發簡訊或訊息。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
42. 當有人對某個主題有不同的看法時，你會真誠地嘗試理解他們的觀點。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
43. 你認為說出冷酷的事實比圓滑更重要。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
44. 當計劃被打斷時，你樂於隨遇而安。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
45. 過去犯的錯誤常困擾你的心靈。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,3,answer_q5
46. 獨處並從事閱讀或反思等獨立活動後，你感到精力充沛。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
47. 你喜歡依靠直覺，而不是嚴格遵循計劃或日程安排。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
48. 你經常發現自己深入思考事物的深層意義和影響，而不只關注表面細節。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
49. 在做決定時，你優先考慮邏輯和客觀分析，而不是考慮它可能對他人感情的影響。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
50. 即使事情看起來很順利，你也經常擔心潛在的未來結果或可能出錯的情況。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
51. 你經常被新體驗吸引，喜歡探索陌生的地方或嘗試新的活動。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
52. 面對困難的決定時，你傾向於相信自己的直覺和直覺，而不是只依賴邏輯分析。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
53. 你對他人有強烈的同情心，常常受到他們的情緒影響，即使這些情緒與你無關。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
54. 你更喜歡有一個結構良好的計劃，而不是把事情留給機會或即興發揮。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
55. 你在動態、快節奏的環境中茁壯成長，並因需要快速思考和適應的挑戰性情況而感到振奮。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
56. 面對問題時，你更傾向於尋找實際解決方案，而不是沉溺於抽象理論或假設情境。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
57. 你喜歡與他人進行深入、有意義的對話，探索複雜的想法並交換觀點。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
58. 你經常反思過去的經歷，並考慮它們如何塑造了你的信念和價值觀。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
59. 在團體環境中，你傾向於承擔責任，擔任領導角色並引導他人實現共同目標。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
60. 當環境井然有序時，你感到最舒適，在混亂或不可預測的情況下，你可能會感到壓力或不安。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
61. 你喜歡與一小群親密朋友共度時光，而不是參加大型社交聚會。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
62. 面對多個選擇時，你傾向於跟隨內心，並根據當時的感覺做出決定。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
63. 你喜歡探索新想法和概念，並經常尋找機會來擴展對世界的知識和理解。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
64. 你發現自己很容易適應計劃的變化或意外情況，通常將它們視為成長和學習的機會。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
65. 在專案上工作時，你重視效率，並努力快速有效地完成任務。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
66. 你經常尋找挑戰自己的機會並突破自己的極限，無論是透過體能活動還是智力追求。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
67. 你喜歡專注於當下，而不是沉溺於過去的遺憾或擔心未來的不確定性。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
68. 你喜歡參與熱烈的辯論和討論，與他人分享你的觀點和看法，同時也傾聽不同的觀點。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
69. 你對日常生活中的結構和秩序有強烈的渴望，當遵循明確的慣例或日程安排時感到最自在。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,4,answer_q5
70. 你傾向於積極尋找新體驗和機會，將改變視為生活的自然組成部分。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
71. 社交互動讓你感到精力充沛和興奮，經常尋找機會結識新朋友並參與團體活動。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
72. 在做決定時，你優先考慮邏輯推理和客觀分析，在得出結論之前考慮事實和證據。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
73. 你傾向於高度自我批評和內省，經常反思自己的行為和決定，並努力自我改進。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
74.即使你沒有經歷過相同的情況，你也經常發現自己對他人的情緒產生同情，並努力提供支持和理解。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
75. 你更喜歡有一個明確的計劃和方向，設定具體目標並努力實現它們。請使用五點量表進行選擇（5：非常同意，1：非常不同意）,,5,answer_q5
